line,type,context,talking,talking_to,words,episode
136,testimony,,elyse,aside,"We are talking about our firsts. And we're doing it in front of 200 people, which is nerve‐racking.",2
137,dialogue,,nick,crowd,Let's get things started.,2
138,dialogue,,nick,colton,"Colton, will you set us off, please?",2
139,sound,cheers and applause,,,,2
140,testimony,,hannahg,aside,I'm excited for Colton to get a glimpse of my past. And I want to hear about his past too. I want to hear Colton's story.,2
141,dialogue,laughter,colton,crowd,"So for most of my adult life, I had a secret. I was a virgin. And as an athlete, I thought I had to fit this mold. I made up lies. And I was uncomfortable speaking my truth. One day I get to the locker room, and one of the veterans asks me; he said, ""How many girls have you slept with?"" So I sat there sweating. ""What's a good lie? Is it one? Four? Ten? 100?"" ""What am I gonna do?"" It finally came out of my mouth, and I said, ""Zero."" And I didn't know what the reaction was gonna be, and I was expecting to get ridiculed. And the first thing that I heard was, ""Wow, man, that's really cool."" For so many years, I allowed this to be a burden on my life. Uh, and it was unnecessary. But for the first time, I told the truth about my virginity. Thank you.",2
142,sound,cheers and applause,,,,2
143,dialogue,,nick,crowd,"Thank you, Colton. One day I hope to make love to Megan.",2
144,dialogue,laughter,megan,crowd,"Yeah. We‐‐ We haven't gone all the way yet. He's got a lot of illustrated manuals that he still hasn't gotten through yet, and...",2
145,testimony,,elyse,aside,"I love that Colton is very comfortable in his skin. That speech, especially for a male to do that, with all the stereotypes that go into not only being an athlete, but just a male... it's pretty incredible.",2
146,dialogue,"laughter, all ooh‐ing",elyse,crowd,"I always dated men my age or maybe just a little bit older. You know, like, two, three, 13 years older. My 20s taught me a lot about life. But now I find myself in my very, very early 30s as‐‐ for the first time, dating a younger man. And, Colton... Now it's my turn to teach you a thing or two.",2
147,sound,cheers and applause,,,,2
148,testimony,,demi,aside,"Elyse, in her performance, she got up there, and she was willing to admit that she was older in front of everybody. I thought she was so brave for doing that. It was so bold of her. I mean, there's no advantage to being an older woman here.",2
149,dialogue,laughter,nicole,crowd,"Living in Miami, every single guy I've ever dated has either been Cuban, Colombian, or, like, a mix of the two. But everything was about to change because I was about to get the taste of the whitest bread I've ever tasted.",2
150,testimony,,nicole,aside,"I could just feel, like, Colton looking at me. He sees, like, that goofy side of me, and then he was cracking up the whole time. The fact that I made him laugh was, like, such a good, like, feeling.",2
151,dialogue,,hannahb,crowd,"School dance after school dance went by dateless. Most of the time I felt invisible. Fast forward to the other night. That feeling struck back again. And then you, Colton, handed me one of the most meaningful roses I've ever received.",2
152,sound,cheers and applause,,,,2
153,dialogue,,nick,crowd,I was touched by that. But it sort of took away from the rose that you gave me earlier today.,2
154,testimony,,catherine,aside,Some of the stories were super sincere.,2
155,dialogue,,bri,crowd,This story is about the first time I felt comfortable in my own skin.,2
156,testimony,,catherine,aside,Some of them were a little more aggressive.,2
157,testimony,"laughing, cheers and applause",onyeka,aside,"I grab my whistle and my lifeguard gear, and I saved him from drowning in some bitches.  Let me just add, there are some thirsty girls here, so I had to do it. laughing]",2
158,testimony,,catherine,aside,But I can be aggressive too.,2
159,dialogue,"laughter, cheers and applause",catherine,crowd,"Someone came up to me and blew a whistle, actually, and said Colton was drowning in bitches. I'm a good swimmer. I'm Mike Phelps, *bleep*.",2
160,dialogue,,tracy,crowd,So my story is the first time I tried to date a virgin. It's sophomore year of college. There is this gorgeous fraternity president. And come to find out he's a virgin. This other girl in my sorority and I decided that we both really liked him and we were going to compete for him.,2
161,testimony,,nicole,aside,"Tracy kind of tells, like, the most dramatic story I've ever heard.",2
162,dialogue,,tracy,crowd,"And as I start to wake up, she punches me in the face.",2
163,testimony,,nicole,aside,She's caused someone to punch her in the face. So can you imagine what she is capable of here?,2
164,dialogue,,tracy,crowd,"When I got a hold of him, he was not a virgin anymore. But it was the best sex he ever had.",2
165,sound,cheers and applause,,,,2
166,testimony,,nicole,aside,"It was not a romantic story whatsoever. If I were Colton, I'd be like, ""Please get this girl away from me.""",2
167,dialogue,,megan,nick,What morals do we take from that story?,2
168,dialogue,"laughter, cheers and applause",nick,megan,"Well, I think that it is a cautionary tale for the other ladies in the house. And so we've come to our final storyteller‐‐Demi.",2
169,testimony,,demi,aside,I'm gonna tell a story that is going to blow the crowd's mind. And I just can't wait to make that crowd fall in love with me.,2
170,dialogue,all screaming,demi,crowd,"So I met this guy at this really crazy party. And I really wanted to kiss him, but I was just way too scared. Usually when I see something I want, I am bold enough to go after it immediately. And so I had to tell myself, ""I'm not waiting any longer. When I want something, I'm going after it.""",2
171,sound,all ooh‐ing,,,,2
172,testimony,,tracy,aside,"Demi is so immature. I'm not gonna lie, my stomach was starting to get a little tied in knots 'cause, like, I didn't want to sit there and see her kiss him.",2
173,dialogue,,demi,crowd,And that is the story of how I got the first group date rose.,2
174,sound,all cheering,,,,2
175,testimony,,tracy,aside,"Like, trust me, I want to kiss him just as much as the next girl does, but I also want to establish some type of connection with him so that I'm not just forcing it on him. Demi is such a child.",2
176,dialogue,,nick,crowd,"Ladies and gentlemen, let's hear it one more time for Colton and the ladies.",2
177,sound,cheers and applause,,,,2
178,testimony,,demi,aside,"This date was the craziest thing of my life. I think that tonight I'm gonna have to definitely, like, show Colton some depth in me and give him a little more serious side of me. I just can't wait to, like, grab him and talk to him again. Then, of course, get the group date rose.",2
179,sound,cheers and applause,,,,2
180,dialogue,,megan,crowd,Bye!,2
181,sound,insects chirping,,,,2
182,sound,knocking at door,,,,2
183,sound,indistinct chatter,,,,2
184,dialogue,,???,women,Date card!,2
185,exclamation,,women,self,Whoo!,2
186,testimony,,caitlin,aside,I wanted my name to be on the one‐on‐one. But I think every single one of us was hoping that our name was on that card.,2
187,testimony,,kirpa,aside,Everyone's excited but full of anxiety at the same time because we don't know who's gonna get that one‐on‐one with Colton.,2
188,sound,tense music,,,,2
189,dialogue,,cassie,women,Hannah B.,2
190,exclamation,,women,self,"Aw! Oh, my gosh.",2
191,dialogue,,cassie,women,"""True love is on the horizon. Colton.""",2
192,exclamation,all shrieking,women,self,"Oh, my God!",2
193,dialogue,,hannahb,women,And it's my birthday!,2
194,sound,all shrieking,,,,2
195,sound,soft music,,,,2
196,testimony,,hannahb,aside,"This is definitely the best birthday present ever. Like, it's my golden birthday. And he chose me to be his very first one‐on‐one. So I'm just‐‐I'm just, like, elated.",2
197,sound,giggling,,,,2
198,sound,jazzy music,,,,2
199,exclamation,,women,self,"Oh, my gosh. It is very, very pretty.",2
200,dialogue,,bri,colton,"So gorgeous, that view.",2
201,dialogue,,colton,bri,Yes.,2
202,testimony,,nicole,aside,"Tonight we got the beautiful view of downtown. Like, all the lights, it just felt romantic.",2
203,dialogue,,colton,women,I'm gonna sit right here.,2
204,testimony,,nicole,aside,"And, of course, like, Colton is always muy caliente. Always.",2
205,dialogue,,colton,women,"So before we get started, I just want to tell you guys how incredible today was. Everybody had such unique and different stories, from getting personal to some humor. I really appreciate the way you opened up, the way you were vulnerable. So I just want to let you know, if that's any indication to how the season is gonna go,",2
206,testimony,,tracy,aside,"All day we've all been waiting for time with him, hoping for that rose, and each one of us has a very fair chance at it. So I'm not gonna lie. I kind of want to be the first to grab him. I'm just excited to get that first one‐on‐one time with him.",2
207,dialogue,,demi,colton,You want to go chitchat?,2
208,dialogue,,colton,demi,Yeah. Let's go.,2
209,dialogue,,demi,colton,Let's do it.,2
210,sound,tense music,,,,2
211,testimony,,tracy,aside,"Instantly, Demi grabs him again. She's gotten on the grab twice now.",2
212,dialogue,,???,women,"Yeah, I know.",2
213,dialogue,,nicole,women,Goes for that move.,2
214,dialogue,,???,women,I know.,2
215,dialogue,,nicole,women,It's her signature move.,2
216,dialogue,,tracy,women,She totally caught me off guard. I totally wanted to grab him first.,2
217,testimony,,tracy,aside,"When she did it, it was like almost... a shock to your system. Just like when we were all doing our stories, Demi kisses him in front of all of us.",2
218,dialogue,,nicole,women,"When Demi kissed him, I was just looking at his face, like, to gauge, like, if he was, like, enjoying it or not.",2
219,dialogue,,tracy,women,"I personally wouldn't go right up to him and kiss him right in front of you guys and I also wouldn't just force a kiss on him, because I would prefer for our first kiss to have meaning and him wanting it from the other side. Her first kiss is just her forcing it on him.",2
220,dialogue,,colton,demi,Bold move.,2
221,dialogue,,demi,colton,"Yeah? It was fun though, right?",2
222,dialogue,,colton,demi,"You, like, came down the stairs. I'm like, ""Oh, she's going for it.""",2
223,dialogue,,demi,colton,"Oh, yeah. I loved it.",2
224,dialogue,,colton,demi,I really liked the confidence.,2
225,dialogue,,demi,colton,"Yeah. I know, right?",2
226,dialogue,,colton,demi,It was good.,2
227,dialogue,,demi,colton,"I know. We were, like, all on the bus, and I was like, ""We got this, girls."" I was like, ""Come on, girls. We can do this.""",2
228,dialogue,,colton,demi,"You're there rallying them up, huh?",2
229,dialogue,,demi,colton,"Oh, I'm always rallying them up.",2
230,dialogue,,colton,demi,Yeah. That's cool.,2
231,dialogue,,demi,colton,I'm the confidence booster. I'm a total woman supporter.,2
232,dialogue,,colton,demi,I can tell. You got that energy.,2
233,dialogue,giggles,demi,colton,"Yeah, right?",2
234,dialogue,,colton,demi,Yeah.,2
235,dialogue,,demi,colton,You're so cute.,2
236,testimony,,demi,aside,"I was the last one to kiss him today, and now I am the first one to kiss him tonight. So it felt really good.",2
237,dialogue,,nicole,women,"Do you think it's over, their conversation already? Demi and Colton?",2
238,testimony,,demi,aside,"It's just mind‐blowing that the other girls are willing to sit around and wait until, oh, they think it's a good time. Like, no. Go get him. That's what I would do if I were them, and that's what I have been doing.",2
239,dialogue,,onyeka,women,Hope she's on‐‐,2
240,dialogue,,demi,women,Hello.,2
241,dialogue,,???,demi,Hi.,2
242,dialogue,,demi,women,"Oh, it's my rose.",2
243,dialogue,,???,demi,Oh.,2
244,dialogue,,???,demi,You scared me for a second.,2
245,sound,tense music,,,,2
246,testimony,,tracy,aside,"Demi comes back out from her time with Colton, and she immediately walks over to the rose and picks it up, and I w‐‐ I'm not gonna lie. I was, like, short of breath. I didn't know what was happening. And she picked it up and was like, ""This is mine."" All of us, I could tell, were, like, totally taken aback, like.. It made me, like, slightly sick to my stomach.",2
247,dialogue,,onyeka,demi,How did your talk with Colton go?,2
248,dialogue,,demi,onyeka,Excellent.,2
249,dialogue,,onyeka,demi,It was good?,2
250,dialogue,,demi,onyeka,"Yeah, it was really good.",2
251,dialogue,,nicole,demi,What'd he think about the kiss? Did he bring it up at all?,2
252,dialogue,,demi,nicole,"Oh, yeah, he loved it.",2
253,dialogue,,???,demi,Good.,2
254,dialogue,,demi,women,Duh.,2
255,dialogue,,nicole,demi,"He wasn't, like, nervous?",2
256,dialogue,laughing,demi,nicole,"No, he loved my confidence. It was great.",2
257,testimony,,tracy,aside,"Just the fact that she went there and picked it up and was, like... Just to even touch it, honestly, just seemed ridiculous to me that she thought that that was okay. I think he's looking for a woman. I don't think he's looking for a child. I don't necessarily think he even wants to take the time to take on someone who doesn't have any idea in life what they're doing yet.",2
258,dialogue,,colton,elyse,Today you killed it.,2
259,dialogue,,elyse,colton,Thank you.,2
260,dialogue,,colton,elyse,"That was so sexy. You went up there, and I was like, ""Okay. All right."" Hearing you talk about your 20s and what you learned, it was fun. You took, like, this attitude and this sexiness, and now you're changing it up and going a little younger. I'm all for it.",2
261,dialogue,,elyse,colton,"We have been laughing in the house behind your back, that when we moved in today, we have the Cougar Den.",2
262,dialogue,,colton,elyse,"Oh, yeah?",2
263,dialogue,,elyse,colton,"Cut Loose Cougars. Yeah, all the, like, 27 and ups are in the same room.",2
264,dialogue,,colton,elyse,"Oh, really?",2
265,dialogue,,elyse,colton,So...yeah‐‐,2
266,dialogue,,colton,elyse,What room is that?,2
267,dialogue,,elyse,colton,Yeah. The Cougar Den. We've put a sign out front for you...,2
268,dialogue,,colton,elyse,Cougar Den. Got you.,2
269,dialogue,,elyse,colton,With arrows.,2
270,dialogue,,colton,elyse,Age doesn't define anything.,2
271,dialogue,,elyse,colton,"And as much as I was making a joke about the age thing, you can be 22, and life may have dealt you a lot of cards.",2
272,dialogue,,colton,elyse,Yeah.,2
273,dialogue,,elyse,colton,Or be... 31 and gone through things or had it really easy. And it totally changes where you're at in your life.,2
274,dialogue,,colton,elyse,Yeah.,2
275,dialogue,,elyse,colton,"Like, live... We were all chatting about the fact that today was gonna be very telling for us on your end of what it is you're looking for when it comes to that big old elephant in the room, that big rose on the table.",2
276,dialogue,,colton,elyse,"Well, let me tell you a secret. I wouldn't be here right now if I had it all figured out.",2
277,dialogue,laughing,elyse,colton,Right. So... Welcome to our mess.,2
278,dialogue,,colton,elyse,"Exactly. I'm in it with you. But for me, with you, it's so intriguing. You can just tell that you have, like, this presence, this confidence that not everybody has.I do want you, like, to keep opening up, because I am very intrigued. And I definitely think I can learn a thing or two.",2
279,dialogue,,elyse,colton,Today was good.,2
280,dialogue,,colton,elyse,Yeah.,2
281,sound,soft music,,,,2
282,dialogue,,tracy,onyeka,It's getting a little catty‐‐I'm not gonna lie.,2
283,dialogue,,onyeka,tracy,"Demi told us that Colton said that he liked how forward she was, but‐‐",2
284,dialogue,,tracy,onyeka,"Okay, but, I mean, he's not gonna not say that, knowing that she's a very forward person. She was probably like, ""Did you like how I kissed you?"" or whatever. I just think it's an immaturity level, honestly.",2
285,dialogue,,onyeka,tracy,Yeah.,2
286,dialogue,,tracy,onyeka,"Picking up the rose‐‐ it means a lot. So to even touch it, I think, is actually very rude to everyone and to Colton...",2
287,dialogue,,onyeka,tracy,I agree.,2
288,dialogue,,tracy,onyeka,"Because it isn't her place to touch that unless he gives it to her. From seeing her actions, I don't feel the seriousness...",2
289,dialogue,,onyeka,tracy,No.,2
290,testimony,,tracy,aside,"As I feel from everyone else. I feel like she's here to date a guy, and the majority of the rest of us that I've met and talked to are here to actually fall in love with someone.",2
291,dialogue,,onyeka,tracy,Yeah.,2
292,testimony,,tracy,aside,I can't imagine any other girl ever thinking that it was okay to go over and pick up that rose. It's bizarre that she thought that that was okay. I don't really think that Demi's had enough life experience. I really need to talk to her and set her straight.,2
293,dialogue,,tracy,demi,Okay. Can I talk to you for a minute?,2
294,dialogue,,demi,tracy,"Yeah, what's up?",2
295,dialogue,,tracy,demi,"Just, like, a little thing that was, like, bothering me from earlier, and, like, I'd rather just, like, talk to you about it.",2
296,dialogue,,demi,tracy,"Yeah, what?",2
297,dialogue,,tracy,demi,"You know when you, like, walked back over and picked up the rose...",2
298,dialogue,,demi,tracy,Yeah.,2
299,dialogue,,tracy,demi,"And, like, were waving it around? That, like, it bothered myself. And, like, the meaning of, like, what it stands for...",2
300,dialogue,,demi,tracy,Yeah.,2
301,dialogue,,tracy,demi,"Like, is a lot to everyone.",2
302,dialogue,,demi,tracy,Yeah.,2
303,dialogue,,tracy,demi,"And I think everyone just thinks, like, it's Colton's to give to everyone.",2
304,dialogue,,demi,tracy,Yeah.,2
305,dialogue,,tracy,demi,"And, like, nobody feels like they should touch it.",2
306,dialogue,,demi,tracy,Sorry about that.,2
307,dialogue,,tracy,demi,Took us aback a little.,2
308,dialogue,,demi,tracy,"Yeah, yeah. I'm totally sorry.",2
309,testimony,chuckles,demi,aside,"Tracy's freaking out a little bit. I could tell that she was very off‐put by what I did today. She had, like, a frowny face on. So you could tell she wasn't very happy about it. But haters gonna hate.",2
310,dialogue,,tracy,demi,Get your hair.,2
311,dialogue,,demi,tracy,"Oh, thanks. Yeah, I got flyaways for days. You know how they are, though, so...",2
312,testimony,,demi,aside,"I'm not worried about it because there's no advantage to being an older woman here. My main reason for being here is for Colton, so... I'm feeling very good right now. I'm very confident that I'm gonna get the rose.",2
313,dialogue,,colton,hannahg,I had a lot of fun today.,2
314,dialogue,,hannahg,colton,I had so much fun today.,2
315,dialogue,,colton,hannahg,"How are you doing with everything? Like, all of it?",2
316,dialogue,,hannahg,colton,Honestly...,2
317,dialogue,,colton,hannahg,Yeah.,2
318,dialogue,,hannahg,colton,"I... feel very, very excited about... the connection I have with you.",2
319,dialogue,,colton,hannahg,Yeah.,2
320,dialogue,,hannahg,colton,"But it, like, hit me earlier. I was like, ""Oh, my gosh."" Like, ""It's not just about us."" And that's where I was like, ""Oh, shoot."" Like... I don't know, it threw me off.",2
321,dialogue,,colton,hannahg,"As hard as, like, it is, just focus on us.",2
322,dialogue,,hannahg,colton,Yeah.,2
323,dialogue,,colton,hannahg,"I, obviously, have been thinking about you a lot. I wouldn't have given you the first impression rose if you didn't make a good impression. There's just something about you... that, like, reminds me of home. I know there's obviously other people here too. But I don't want you to pay attention to it.",2
324,sound,dramatic music,,,,2
325,dialogue,,hannahg,colton,"Like, this is great, but, like, you are also very, very great.",2
326,dialogue,,colton,hannahg,Yeah.,2
327,dialogue,,hannahg,colton,So... I'm very excited.,2
328,testimony,,demi,aside,"I'm not worried about the other girls. I think that Colton will realize that he needs a girl in his life who is more, you know, bold and confident and to take a bit more of a dominant role.",2
329,dialogue,,colton,catherine,You threw that microphone down.,2
330,dialogue,,catherine,colton,How funny was that?,2
331,dialogue,,colton,catherine,Yeah.,2
332,testimony,,demi,aside,"I think that Colton is looking for a girl who can take charge and take control of him. Even if he, like, doesn't know that he's looking for that, I think that that's what he needs.",2
333,dialogue,,bri,colton,"Okay, I'm thinking a smile first.",2
334,dialogue,,colton,bri,All right.,2
335,testimony,,demi,aside,None of the girls really have the balls to be in control.,2
336,dialogue,,colton,bri,That's a good one.,2
337,exclamation,,bri,self,Cute.,2
338,testimony,,bri,aside,"I totally think that Colton's, like, past relationships, they weren't very aggressive girls. They weren't very dominant girls. And they didn't work out for him for a reason.",2
339,dialogue,,tracy,colton,"I think the older I've gotten, I really know exactly what it is I'm looking for in someone.",2
340,dialogue,,colton,tracy,Yeah.,2
341,testimony,,demi,aside,"I'm the only one who challenges Colton, and I excite him, and I make him nervous. Like, I am worth the world. Like, I am amazing. And so I don't have competition here.",2
342,dialogue,,colton,nicole,"So, family?",2
343,dialogue,,nicole,colton,"Yeah, we have a really close family.",2
344,dialogue,,colton,nicole,Yeah.,2
345,dialogue,,nicole,colton,"They mean, like, everything to me, so right now it is kind of hard, like, being away from them.",2
346,dialogue,,colton,nicole,"'Cause I remember that was, like, the hardest thing, too, 'cause I'm very close with my family as well.",2
