line,type,context,talking,talking_to,words,episode
45,testimony,blows landing,demi,aside,"Colton's standing on this pirate boat, and he's looking sexy as hell. And I'm like, ""Hello, Colton. ""Life's greatest treasure is standing right in front of you.""",3
46,dialogue,,colton,pirates,"Hey, you knuckleheads! Knock it off!",3
47,sound,all laughing,,,,3
48,exclamation,,women,self,Oh! Yeah!,3
49,sound,swarthy music,,,,3
50,testimony,,katie,aside,"Oh, my God, Colton's so sexy.",3
51,dialogue,,colton,women,Come on down.,3
52,testimony,,katie,aside,"I'm like, ""Wow."" I think today is gonna be fun.",3
53,dialogue,,colton,women,"Well, first off, welcome to my pirate ship. Today I would like to introduce you to two of my friends-- pirates Chris and Cindy.",3
54,dialogue,,cindy,women,"Ahoy, ladies.",3
55,dialogue,,women,cindy,Ahoy!,3
56,dialogue,,chrisp,women,"I hear you be searching for love, aye?",3
57,dialogue,,women,chrisp,Aye! Arr!,3
58,dialogue,,chrisp,women,"Now, ladies, you're gonna learn how to be pirates. At the end of that training, two of you will be chosen to compete for Captain Colton's heart.",3
59,dialogue,,women,chrisp,Yes!,3
60,dialogue,,chrisp,women,What I want you to do is go get changed and meet me back here on the ship. Aye?,3
61,dialogue,,women,chrisp,"Aye! Aye, aye!",3
62,dialogue,,chrisp,women,Good.,3
63,sound,indistinct chatter,,,,3
64,testimony,,demi,aside,"The two best pirates are going to compete for Colton's heart, and it's perfect for me because I'm a cutthroat kind of chick.",3
65,dialogue,,demi,women,"I feel like Shakira, Shakira.",3
66,testimony,,demi,aside,"The job of a pirate is to steal, and I'm here to steal Colton's heart. I don't want to be another one of those yo‐ho‐hos.",3
67,dialogue,,chrisp,women,On to the pirate training!,3
68,dialogue,,women,chrisp,Aye!,3
69,dialogue,,cindy,women,You are going to be taking these and trying to knock each other off.,3
70,dialogue,,chris,women,Here we go.,3
71,testimony,,tracy,aside,I am so excited to get in there and show what I can do.,3
72,dialogue,,chris,women,Begin!,3
73,sound,upbeat rock music,,,,3
74,exclamation,,women,self,Oh!,3
75,dialogue,,hannahb,self,I'm the winner.,3
76,dialogue,,colton,hannahb,You win.,3
77,dialogue,,chrisp,hannahb,Your weapon.,3
78,testimony,,hannahb,aside,I am super competitive.,3
79,exclamation,,hannahb,self,Arr!,3
80,dialogue,,chrisp,hannahb,There we go.,3
81,testimony,,hannahb,aside,"So I'm going to step up to the plate, and the Hannah monster is gonna come out.",3
82,dialogue,,colton,women,Begin.,3
83,exclamation,"squeaking, hollers, laughter",women,self,,3
84,exclamation,bleep,courtney,self,"Oh, .",3
85,dialogue,,colton,women,Begin!,3
86,exclamation,"gasps, all chattering",women,self,,3
87,testimony,,caelynn,aside,Hannah gets so intense in competition...,3
88,dialogue,,colton,women,Begin!,3
89,dialogue,squeals,caelynn,hannahb,"Hannah, you're strong. I know you're strong, so, like, be‐‐be gentle. So I'm nervous, because there is just, like, a weird tension thing between us. I don't like this.",3
90,exclamation,laughter,women,self,,3
91,dialogue,,courteny,hannahb,"Okay, Hannah! I know how strong she is. That's not fair.",3
92,testimony,,hannahb,aside,"I'm killing this right now, and I definitely think he noticed me.",3
93,dialogue,,colton,hannahb,You did a good job.,3
94,testimony,,hannahb,aside,Feel pretty good. So I'm feeling good.,3
95,exclamation,,chrisp,self,"Yeah. Oh, there's something going on over there.",3
96,dialogue,laughs,caelynn,colton,"Ouch, I lost an eye.",3
97,dialogue,laughs,colton,caelynn,,3
98,testimony,,hannahb,aside,It's a little frustrating to watch Caelynn engage with Colton right in front of me.,3
99,dialogue,,colton,caelynn,Nailed it.,3
100,dialogue,laughs,caelynn,colton,,3
101,testimony,,hannahb,aside,I'm trying my hardest to not get upset.,3
102,dialogue,,colton,caelynn,Come down to the captain.,3
103,testimony,,hannahb,aside,But then Caelynn's just everywhere.,3
104,dialogue,laughs,caelynn,colton,,3
105,testimony,,hannahb,aside,"Oh, my gosh. It's like, ugh. I didn't come here to compete in another pageant.",3
106,dialogue,,chrisp,women,So we have made a decision. There are gonna be two of you competing for Captain Colton's heart.,3
107,dialogue,,cindy,women,Tracy.,3
108,sound,applause,,,,3
109,dialogue,,chrisp,women,And the other woman we chose-- Caelynn.,3
110,dialogue,,cindy,caelynn,Great job.,3
111,testimony,,hannahb,aside,"Honestly, um... this sucks.",3
112,dialogue,,caelynn,tracy,I'm excited.,3
113,dialogue,,tracy,caelynn,I'm so excited.,3
114,dialogue,,chrisp,women,And the rest of you get to watch from the poop deck right over there.,3
115,exclamation,laughter,women,self,,3
116,testimony,,hannahb,aside,I'm gonna slide on the eye patch and pretend like I can't see it.,3
117,sound,dramatic swashbuckling music,,,,3
118,sound,cheers and applause,,,,3
119,dialogue,,announcer,crowd,Is there anyone who thinks that they have the strength or the courage to save Captain Colton?,3
120,dialogue,,caelynn,colton,"I will save you, my captain!",3
121,dialogue,blows raspberry,tracy,colton,Not if I get to you first!,3
122,testimony,,tracy,aside,I am so excited to save Captain Colton. I think I'm gonna win. That's what I'm here for.,3
123,dialogue,,announcer,women,Go!,3
124,testimony,,demi,aside,I don't think it's possible for Tracy to win. She is the worst pirate I've ever seen.,3
125,dialogue,,announcer,crowd,Here comes Tracy down the rope.,3
126,sound,cheers and applause,,,,3
127,testimony,,caelynn,aside,"It feels good to be a pirate. A winning pirate, hopefully.",3
128,dialogue,cheers and applause,crowd,women,"Let's go, ladies!",3
129,dialogue,,announcer,crowd,Tracy goes down!,3
130,dialogue,,announcer,crowd,"There goes Caelynn, up to untie Colton.",3
131,sound,cheers and applause,,,,3
132,dialogue,,colton,caelynn,Are you saving me?,3
133,dialogue,,caelynn,colton,I am!,3
134,dialogue,,colton,caelynn,"Oh, you gotta cut it.",3
135,dialogue,,announcer,crowd,Caelynn saves Colton!,3
136,sound,cheers and applause,,,,3
137,sound,melancholy music,,,,3
138,testimony,,hannahb,aside,"It's not easy to see Caelynn continue moving forward with Colton. It brings out all of my insecurities, and I start to spiral. But if Colton knew the truth about Caelynn‐‐ who she truly is‐‐ I think he would feel differently about her, and he needs to know tonight.",3
139,sound,dramatic music,,,,3
140,sound,mellow music,,,,3
141,sound,indistinct chatter,,,,3
142,exclamation,laughs,women,self,"Oh, it's cute. This is cool. Today was really, really, really fun. This is actually really cute.",3
143,testimony,,heather,aside,"Feelings are definitely developing for Colton. I feel like each week that goes by, it gets deeper and deeper. But it's hard on the group date to really have that really deep connection, and so a lot of the girls are feeling extremely nervous.",3
144,dialogue,,colton,women,"I just want to let you guys know how much fun I had today, and it was really cool to see all of your personalities start to come out. So let's make a toast to that.",3
145,dialogue,,all,all,Cheers.,3
146,testimony,laughs,demi,aside,"I think it is gonna be pretty crazy with all of the girls fighting for Colton's time and attention‐‐ maybe a little catty and whatnot‐‐ especially because the two pageant girls don't get along. I'm sure that they're each thinking, ""There can be only one."" But I'm not worried about the other girls. Hopefully they crash and burn.",3
147,dialogue,,colton,katie,"One thing that I noticed is just how real you keep it. Just watching you in, like, the group setting today, you were having so much fun.",3
148,dialogue,,katie,colton,I was having so much fun.,3
149,dialogue,,colton,katie,Yeah.,3
150,dialogue,,katie,colton,"Like, weren't you?",3
151,dialogue,,colton,katie,Yeah.,3
152,dialogue,laughs,colton,katie,"We were literally... I was, like, probably being a weirdo.",3
153,dialogue,,katie,colton,A dork.,3
154,dialogue,,colton,katie,But‐‐,3
155,dialogue,,katie,colton,You were.,3
156,dialogue,,colton,katie,I was?,3
157,dialogue,laughs,katie,colton,,3
158,dialogue,,colton,katie,"You were too, so‐‐",3
159,dialogue,,katie,colton,"Okay, good.",3
160,dialogue,,colton,katie,"Well, we have that in common.",3
161,dialogue,laughs,katie,colton,I just like to call you out.,3
162,dialogue,,colton,katie,"I'll give it right back to you, so...",3
163,dialogue,laughs,katie,colton,"Good, good.",3
164,dialogue,,colton,katie,"You know, our time together is always very effortless... And we have a lot in common too, so I have a really good read‐‐",3
165,dialogue,,katie,colton,"So much in common. Like, if we started listing our, like, five favorite things, like, I'd be scared.",3
166,dialogue,,colton,katie,Did it.,3
167,dialogue,,katie,colton,Sashimi.,3
168,dialogue,,colton,katie,Food will always be a passion of mine.,3
169,dialogue,,katie,colton,"I hate it. I said it on ""Ellen."" I was like, ""Oh, my God, I'm so dumb.""",3
170,dialogue,,colton,katie,"Yeah, that's‐‐that's why I was like, ""If she's talking about food...""",3
171,dialogue,,katie,colton,"I was like, ""We're in this to win this.""",3
172,dialogue,,colton,katie,Great first impression.,3
173,dialogue,laughs,katie,colton,,3
174,dialogue,,colton,katie,But...,3
175,dialogue,,katie,colton,I like you. I think you are so great.,3
176,dialogue,,colton,katie,I like you too.,3
177,dialogue,,katie,colton,There is no other Katie.,3
178,dialogue,,colton,katie,Yeah. Mm.,3
179,dialogue,laughs,katie,colton,,3
180,dialogue,,demi,women,"The rose is up for grabs, but I think, based off of the roses that he's been giving, we really don't know his type. And to assume that we know his type, that's just a foolish thing to do.",3
181,dialogue,,tracy,demi,"You used the phrase ""his type."" I just personally think, when I was younger, I thought I liked a certain type, and I always dated the same type. And then I realized, eventually, I needed to branch out from that.",3
182,dialogue,,demi,tracy,"Well, I can't imagine‐‐ like, if I were an older girl and I was surrounded by younger women, like, I can't imagine how uncomfortable I would feel.",3
183,exclamation,laughs,???,self,,3
184,dialogue,bleep,demi,tracy,"Like, I would be pissed, and I would be like, ""Y'all don't know ."" You know what I mean? Especially after your experience and everything.",3
185,dialogue,,tracy,demi,That's not how I view you guys at all. You're taking personally me giving you a different point of view on something.,3
186,dialogue,,demi,tracy,And it's been made very clear that you're making attacks on me right now.,3
187,dialogue,,tracy,demi,"Like, I'm not sitting here trying to argue with anyone. I don't care to do that.",3
188,dialogue,,demi,tracy,"You make, like, passive‐aggressive comments that you think that I'm not gonna pick up on and I'm just gonna be like, ""Okay."" But no, I hear what you're saying to me.",3
189,dialogue,,tracy,demi,Okay. That's fine.,3
190,sound,testy music,,,,3
191,dialogue,,demi,tracy,I feel so bad for you.,3
192,testimony,,demi,aside,"Tracy, she can be passive‐aggressive and condescending towards me and some of the other girls. I don't like it, but being an older woman around a whole bunch of younger women‐‐ and especially the fact that all of us are so beautiful and she is in the cougar club‐‐ so I would be freaking out if I was her.",3
193,dialogue,,courtney,colton,How are you?,3
194,dialogue,,colton,courtney,"Good, how are you doing?",3
195,testimony,,demi,aside,"The group dates are really intense because you are kind of, like, having to fight for a little bit of attention.",3
196,dialogue,,courtney,colton,"Today was a really fun day, I think. I had a good time, and I didn't think I was gonna have a good time.",3
197,testimony,,demi,aside,I don't ever have to worry about Colton. I know he wants to spend time with me. But I'm gonna do what I have to do tonight to get the rose from Colton.,3
198,dialogue,,courtney,colton,"It's difficult in group settings, and I‐‐",3
199,dialogue,,colton,courtney,Yeah.,3
200,dialogue,,courtney,colton,"You know, I'm not used to that, so it's just, like‐‐ I don't know.",3
201,dialogue,,colton,demi,Hey.,3
202,dialogue,,demi,colton,Can I steal you?,3
203,dialogue,,colton,demi,Yeah.,3
204,dialogue,,demi,colton,Let's go.,3
205,dialogue,,courtney,colton,Thanks for today.,3
206,dialogue,,colton,courtney,Yeah.,3
207,dialogue,,colton,demi,All right. How are you?,3
208,dialogue,,demi,colton,"Hi, it's so good to see you.",3
209,dialogue,,colton,demi,It's so good seeing you.,3
210,dialogue,"bleep, laughs, bleep",demi,colton,"I had so much fun today. I just wanted to like, you know, . Today, I remember going, ""Oh, my God, like, I'm so excited to see him."" And, like, every time, like, I smell you, I'm like, ""Mmm."" You know what I mean?",3
211,dialogue,,colton,demi,Yeah.,3
212,dialogue,,demi,colton,And I can tell I always make you nervous.,3
213,dialogue,,colton,demi,Yes.,3
214,dialogue,laughs,demi,colton,"It's really fun, though.",3
215,dialogue,,colton,demi,Yeah.,3
216,testimony,,demi,aside,"I think the other girls, whenever they spend their time with Colton, they're all doing the same thing.",3
217,dialogue,,demi,colton,I'm gonna blindfold you. Is that okay?,3
218,dialogue,,colton,demi,"Oh, boy. Yeah.",3
219,testimony,,demi,aside,"And so I'm gonna stand out, whereas they're all just gonna blend in and he's gonna get over it.",3
220,dialogue,,demi,colton,Just bend over a little bit. Bend over a little bit. Trust me.,3
221,dialogue,,colton,demi,I'm blindfolded and bending over.,3
222,dialogue,,demi,colton,Yeah.,3
223,dialogue,"laughing, laughs",colton,demi,All right. And now I'm getting spanked. Okay.,3
224,testimony,,demi,aside,I think that he really appreciates how I have fun with him and I'm not all serious all the time.,3
225,dialogue,,demi,colton,Are you feeling nervous?,3
226,dialogue,,colton,demi,"Um, yep.",3
227,dialogue,,demi,colton,You feeling a little more nervous?,3
228,dialogue,,colton,demi,Yep.,3
229,dialogue,,demi,colton,Nervous?,3
230,dialogue,"laughs, stammers",colton,demi,,3
231,dialogue,both laughing,demi,colton,Look at it. It's a fake hand.,3
232,testimony,,demi,aside,"I'm the only one who challenges Colton, and I excite him, and I make him nervous.",3
233,sound,saucy music,,,,3
234,dialogue,"sighs, bleep",courtney,women,"I'm, like, 'cause I'm so pissed.",3
235,dialogue,,women,courtney,Why?,3
236,dialogue,,courtney,women,Demi came and took him It's okay. We talked. We didn't talk that long...,3
237,dialogue,,women,courtney,Yeah.,3
238,dialogue,sighs,courtney,women,"And Demi came up and... Sorry, I'm just, like‐‐ It just‐‐the way‐‐ the tone of voice.",3
239,dialogue,,women,courtney,Right.,3
240,dialogue,,courtney,women,The‐‐the mannerisms.,3
241,dialogue,,women,courtney,Yeah.,3
242,dialogue,,courtney,women,"The way you do it, you know?",3
243,dialogue,,women,courtney,That's all that matters.,3
244,dialogue,,courtney,women,There's also all the other factors.,3
245,dialogue,,???,courtney,"I mean, obviously, everyone would want the rose, but at the end of the day‐‐",3
246,dialogue,,courtney,demi,Do you wanna come chat with me?,3
247,sound,suspenseful music,,,,3
248,dialogue,,demi,courtney,"Okay, sure.",3
249,dialogue,,courtney,demi,"Do you want to go over here? So I just think sometimes your delivery can be... maybe a little different than you would like it to be, and the way‐‐",3
250,dialogue,,demi,courtney,What?,3
251,dialogue,,courtney,demi,"The way that you did it, it just seemed very saucy to me.",3
252,dialogue,,demi,courtney,That doesn't make‐‐ that doesn't make any sense to me.,3
253,dialogue,,courtney,demi,Just be more aware. I think it's really easy‐‐,3
254,dialogue,laughs,demi,courtney,"I'm going to be who I am, and I‐‐I'm always aware.",3
255,dialogue,,courtney,demi,I know. I'm not saying don't be who you are.,3
256,dialogue,,demi,courtney,"Yeah, I know. But I am annoyed by this conversation. I'm not gonna do this, dude.",3
257,testimony,,demi,aside,"Courtney had a problem with, like, the tone that I was using, and that just didn't make any sense to me. I don't understand what she wanted me to do. Um, lower my voice or something? None of the girls really have the balls to, like, maintain a problem with me. They know that I'm not afraid of them and I'm gonna stand up for myself, and they're intimidated by my confidence and how untouchable I am, so I'm not worried about them.",3
258,sound,crunching,,,,3
259,sound,mischievous music,,,,3
260,dialogue,,???,women,How do you guys think the date's going?,3
261,dialogue,,nicole,women,"They're probably at that cocktail party right now, and I bet you things are going down. Like, for sure. Like, people are stealing Colton from who knows who, like...",3
262,sound,all laughing,,,,3
263,sound,knock at door,,,,3
264,dialogue,,elyse,women,Date card.,3
265,testimony,,caitlin,aside,"I want to be on the date card. It would be nice to be able to have a full day with him. That'd be a great spot to be in, to be honest.",3
266,dialogue,,catherine,women,Elyse.,3
267,exclamation,laughs,women,self,"Oh, my gosh! Oh, my goodness.",3
268,dialogue,,catherine,women,"""Love is in the air.""",3
269,sound,all gasp,,,,3
270,exclamation,laughter,women,self,"Oh, my gosh. Okay! Oh, my goodness. Yes!",3
271,testimony,,cassie,aside,"I'm pretty sad I didn't get a date tonight, obviously.",3
272,dialogue,laughing,elyse,self,That'd be great.,3
273,testimony,,cassie,aside,"It's hard to see someone else... like, get that when it's something you really want.",3
274,dialogue,,catherine,elyse,Cheers to you getting a date card.,3
275,exclamation,,???,self,Yes.,3
276,testimony,clicks tongue,cassie,aside,I'm so scared I'm gonna be the one who doesn't get a date this week. I'm just... Worried about not getting time.,3
277,sound,dramatic music,,,,3
278,sound,mellow music,,,,3
279,dialogue,,caelynn,colton,Who would think that you're having a date at an antique shop?,3
280,dialogue,,colton,caelynn,Right?,3
281,dialogue,,caelynn,colton,It's so beautiful.,3
282,dialogue,,colton,caelynn,Yes.,3
283,dialogue,laughs,caelynn,colton,,3
284,dialogue,,colton,caelynn,You look beautiful tonight.,3
285,dialogue,,caelynn,colton,Thank you. You look really great yourself.,3
286,dialogue,,colton,caelynn,How you doing?,3
287,dialogue,,caelynn,colton,I'm good. I seriously had the best time. It was fun. I'm glad I got to save you.,3
288,dialogue,,colton,caelynn,"I'm glad you got to save me too. I wanted to let you know, though... I know at times, for me, this is a little difficult...",3
289,dialogue,,caelynn,colton,Mm‐hmm.,3
290,dialogue,,colton,caelynn,"And I felt like... you know, in the moment...",3
291,dialogue,,caelynn,colton,Mm‐hmm.,3
292,dialogue,,colton,caelynn,"That we were having up there, I sort of‐‐",3
293,dialogue,,caelynn,colton,It's awkward. It's just awkward.,3
294,dialogue,,colton,caelynn,"Yeah, and I‐‐ and I wanted to talk to you about that, because I didn't do it right. Because it was‐‐ it was our moment, and it's something that, you know, I struggle with, especially because I like you, and...",3
295,dialogue,,caelynn,colton,I like you too.,3
296,dialogue,,colton,caelynn,Wanted to do something that I should have done up there.,3
297,dialogue,,caelynn,colton,And what's that?,3
298,dialogue,,colton,caelynn,Give you a real kiss.,3
299,dialogue,,caelynn,colton,Mm.,3
300,testimony,,colton,aside,"When I'm with Caelynn, my guard comes completely down.",3
301,dialogue,,colton,caelynn,Winner.,3
302,dialogue,laughs,caelynn,colton,That's crazy.,3
303,dialogue,,colton,caelynn,The pirate‐‐the pirate champ.,3
304,dialogue,laughs,caelynn,colton,"No one expected that. Everyone was like, ""Caelynn's not winning.""",3
305,testimony,,colton,aside,Caelynn continues to really just be a lot of the things that I'm looking for. So I'm so excited for Caelynn and I's relationship.,3
306,dialogue,,caelynn,colton,I could just kiss you for days.,3
307,sound,laughs,,,,3
308,dialogue,,hannahb,heather,"We used to be friends, that's the freaking weird thing is the person that I was friends with is a different personality than this girl.",3
309,dialogue,,heather,hannahb,"This is what I think. If you genuinely believe and like, she is that way, then, like you have to tell him.",3
310,sound,tense music,,,,3
311,dialogue,,colton,caelynn,"You keep surprising me, and I like it. I like you.",3
312,dialogue,,caelynn,colton,Thank you.,3
313,testimony,,hannahb,aside,"It is hard to see him developing a connection with her, because I know her. I'm, like, ""be‐fumbled."" Like, I mean, I don't know another word.",3
314,dialogue,,colton,caelynn,I'll take the top.,3
315,dialogue,laughs,caelynn,colton,,3
316,testimony,sighs,hannahb,aside,"I don't think she's showing her true self and every side of her. That's why I'm, like... so shook. So he needs to know the truth.",3
317,dialogue,,colton,hannahb,How are you?,3
318,dialogue,,hannahb,colton,Good.,3
319,dialogue,,colton,hannahb,Are you?,3
320,dialogue,laughs,hannahb,colton,"Well, I think I have to, like, talk to you about something, and I don't want to.",3
321,dialogue,,colton,hannahb,"Well, you want‐‐ what do you want to talk to me about?",3
322,dialogue,inhales deeply,hannahb,colton,"I just, like, have something, like, on my mind, and, like... I feel like it's, like, bothering me, in a way, and I just need to, like, tell you, and then I don't know. But basically, like, me and Caelynn, we were friends. Like, we were roommates at Miss USA, which is already, like, a really intense situation, and I think we handle stress a lot differently. Then just, like, as the year went on, there was, like, just a few things that happened that‐‐ Like, we‐‐I guess, like, a fallout, I guess you could say. And, like, we haven't‐‐ we haven't talked to each other since.",3
323,dialogue,,colton,hannahb,"Is there something, though, like‐‐'cause you said a lot of things happened. Is there something that I should know?",3
324,dialogue,,hannahb,colton,"I think it's more like, uh... It was just... I was just in a high-stress situation with her and was, like, the most hostile environment I've ever been in.",3
325,dialogue,,colton,hannahb,"Are you saying, like‐‐ is she mean? Is she manipulative? Is she fake? Is she... Well, that‐‐that look's... not a good one.",3
326,dialogue,,hannahb,colton,"So it's, like, hard, 'cause I'm like... If that's what you want then you don't want me.",3
327,dialogue,,colton,hannahb,It's like‐‐it's like that?,3
328,dialogue,,hannahb,colton,"Like, no, I want‐‐ but, like, that's what I feel like. I'm like...",3
329,dialogue,,colton,hannahb,"So you feel like if I even have feelings for her, I can't have feelings for you because you guys are‐‐ you feel like you are that different.",3
330,dialogue,sighs,hannahb,colton,No.,3
331,dialogue,sighs,colton,hannahb,,3
332,dialogue,,hannahb,colton,I'm really sorry.,3
333,dialogue,sighs,colton,hannahb,"No, it's just‐‐I just think, right now, I just‐‐ I'm gonna have to, like, take some time and just figure this thing out. All right, let's‐‐we'll talk about this later. Okay.",3
334,dialogue,,hannahb,colton,Can you just give me at least a peck?,3
335,sound,tense music,,,,3
336,dialogue,laughs,hannahb,colton,,3
337,dialogue,,hannahb,self,He friggin' hates me.,3
338,testimony,,colton,aside,"Leaving off my conversation with Hannah, I don't feel great about it. I'm... confused, frustrated.",3
339,dialogue,,colton,caelynn,"Caelynn, can we go chat?",3
340,dialogue,,caelynn,colton,Yeah.,3
341,dialogue,,???,women,What was that about?,3
342,dialogue,,courtney,women,"I have no idea. I have no clue. I‐‐you know, well, I shouldn't.",3
343,dialogue,,caelynn,colton,So what's on your mind?,3
344,dialogue,,colton,caelynn,"So... I'm a little‐‐like, right now, I'm just a little confused and frustrated, 'cause...",3
345,dialogue,,caelynn,colton,What's up?,3
346,dialogue,,colton,caelynn,I had a conversation with‐‐ with Hannah.,3
347,dialogue,,caelynn,colton,Oh.,3
348,dialogue,,colton,caelynn,"The conversation was along the lines of, your guys' relationship no longer... is good.",3
349,dialogue,,caelynn,colton,Mm‐hmm.,3
350,dialogue,,colton,caelynn,"And the words, like, ""hostile"" and... she had to, like, remove herself from the friendship. And then‐‐quite frankly, I didn't get a lot of clarity on the situation from her side either, so I just wanna talk to you about that.",3
351,dialogue,,caelynn,colton,"No, I would love to be completely open and honest. Um, yeah, we were‐‐ we were friends. But then we were in a competitive environment at‐‐at Miss USA, and I feel like... um, we‐‐we handle competition differently. Like, for me, I just‐‐ I get very quiet.",3
352,dialogue,,colton,caelynn,Yeah.,3
353,dialogue,,caelynn,colton,"Um, and... there's things that, like, I haven't, like, talked to you about that have been, like, traumatic experiences in my life that deeply hurt me. And‐‐and I mean, it's like‐‐ it's stuff that, like, I've wanted to talk to you about, but it's like...",3
354,dialogue,,colton,caelynn,Right.,3
355,dialogue,bleep,caelynn,colton,"It's as the relationship progresses. Like, it's, like, real‐life . It's not just, like‐‐ you know? And it's something that, like, I‐‐I had intentions of bringing up to you because it's some stuff that's, like, affected my life. Um, but not tonight and not right now, you know?",3
356,dialogue,,colton,caelynn,Yeah.,3
357,dialogue,,caelynn,colton,"And, um‐‐I don't know.",3
358,sound,laughs,,,,3
359,dialogue,,colton,caelynn,That's all right.,3
360,dialogue,,caelynn,colton,"I just‐‐like, I felt like we had a great time together, and I would hate for you to, like, doubt that ever.",3
361,sound,somber music,,,,3
362,dialogue,,katie,women,He didn't look comfortable.,3
363,dialogue,,???,women,He definitely did not. It looked like that was not‐‐ It felt uncomfortable.,3
364,dialogue,,katie,women,"It felt very uncomfortable, so, um... and we'll just have to see what happens.",3
365,dialogue,tense music,demi,colton,"Oh, babe, hey.",3
366,dialogue,,demi,women,Oh. This is extremely uncomfortable now.,3
367,dialogue,,caelynn,colton,Hey.,3
368,dialogue,,colton,caelynn,How are you?,3
369,dialogue,,caelynn,colton,I'm okay.,3
370,dialogue,,colton,caelynn,I want you to know that... I like you a lot. And this is about our time together... and our connection.,3
371,dialogue,clears throat,caelynn,colton,,3
372,dialogue,,colton,caelynn,And the fact that you saved me today on the pirate ship.,3
373,dialogue,laughs,caelynn,colton,,3
374,dialogue,,colton,caelynn,"So, Caelynn, will you accept this rose?",3
375,dialogue,laughs,caelynn,colton,I will. Thank you.,3
376,dialogue,,colton,caelynn,Yep.,3
377,sound,mellow music,,,,3
378,dialogue,,colton,caelynn,Come on.,3
379,testimony,"sighs, sniffles",hannahb,aside,"He gave her the first rose. He gave her the second rose. He gave her the rose on the date. Like, he likes her. It's very frustrating... And hurtful. I probably just ruined my chances, and... I don't know how to fix it.",3
380,sound,indistinct chatter,,,,3
381,testimony,bleep,caelynn,aside,"I've been through a lot of adversity in my life, so for her to say some made‐up and try and break up a real relationship, it's incredibly frustrating. It's like‐‐it's infuriating.",3
382,dialogue,,demi,caelynn,"Why are you crying? What's up, girl?",3
