line,type,context,talking,talking_to,words,episode
81,testimony,clears throat,colton,aside,"Good morning. Um, this is my first full day in Singapore. I don't think I'm jet‐lagged anymore, got a full night's rest. And today, I am taking Tayshia on our first one‐on‐one. Our relationship isn't as far along as the other ones are, but she's someone who's still, every time, like, I'm around, I can be myself. I can be happy. It should be a blast. I'm really hoping that today we don't die.",4
82,sound,gong chimes,,,,4
83,sound,exciting music,,,,4
84,exclamation,,tayshia,self,"Oh, my gosh. This is so pretty.",4
85,dialogue,,colton,tayshia,Isn't it cool?,4
86,testimony,,tayshia,aside,"I'm really looking forward to my date, just hanging out with Colton uninterrupted.",4
87,dialogue,,colton,tayshia,Isn't this nice?,4
88,dialogue,,tayshia,colton,Can we test the water?,4
89,dialogue,,colton,tayshia,"Yes, of course we can.",4
90,dialogue,laughs,tayshia,colton,,4
91,testimony,,tayshia,aside,"The date card says, ""Let's fall in love."" I think ""Let's fall in love"" means something with waterfalls, just 'cause we're right here by the water. Ooh. Oh, no.",4
92,dialogue,,colton,tayshia,Did you just get your foot drenched?,4
93,dialogue,,tayshia,colton,My feet are now soaked.,4
94,testimony,,tayshia,aside,"Falling in love, I'm down with that. That feels good.",4
95,dialogue,,colton,tayshia,Did you see that?,4
96,dialogue,,tayshia,colton,"What is that? Oh, my gosh.",4
97,exclamation,yelling,???,self,Whoo‐hoo.,4
98,dialogue,,colton,tayshia,We should go bungee.,4
99,dialogue,,tayshia,colton,"Colton, you're kidding, right?",4
100,dialogue,,colton,tayshia,"No, we should go bungee.",4
101,dialogue,,tayshia,colton,"Oh, my gosh.",4
102,dialogue,,colton,tayshia,Are you afraid of heights?,4
103,dialogue,laughs,tayshia,colton,"Um... Not necessarily a fear of heights, but, like, I don't like falling. What are your fears? Besides heights.",4
104,dialogue,,colton,tayshia,Heights.,4
105,testimony,,colton,aside,"I've never been able to have the opportunity to do something like this, because of my professional career, I never wanted to do something that I could be injured. So I always played it safe.",4
106,dialogue,,tayshia,colton,Are you kidding me?,4
107,dialogue,,colton,tayshia,"Oh, no way.",4
108,testimony,,colton,aside,"Now that I can do adventurous things, like, I'm looking forward to today.",4
109,dialogue,,tayshia,colton,We got this. We got it.,4
110,dialogue,,colton,tayshia,"Yeah, yeah, we do.",4
111,dialogue,,tayshia,colton,"Together, we do, right? Together we got this. Oh, my gosh, I'm freaking out.",4
112,dialogue,,colton,tayshia,Whoo.,4
113,dialogue,,tayshia,colton,Okay. We got it.,4
114,dialogue,,colton,tayshia,Here we go.,4
115,dialogue,,tayshia,colton,Let's do it.,4
116,testimony,,colton,aside,"Life's all about experiencing things for the first time, and you really have to figure out what you like and what you don't like. So I'm gonna figure out today if I like heights.",4
117,exclamation,gasps,tayshia,self,"Oh, my goodness. Look at it up here. This is incredible.",4
118,dialogue,,colton,tayshia,"Oh, man, this is a lot higher than I thought it was gonna be.",4
119,exclamation,gasps,colton,self,,4
120,exclamation,laughs nervously,tayshia,self,"Oh, my God.",4
121,sound,tense music,,,,4
122,exclamation,,colton,self,No way.,4
123,exclamation,,tayshia,self,Um...,4
124,exclamation,,colton,self,"Oh, man.",4
125,testimony,,colton,aside,"From afar, I thought, like, ""Hey, this is gonna be a good idea."" And then the closer we got up to it, I realized how high off the ground it was.",4
126,dialogue,,tayshia,colton,A thousand feet.,4
127,dialogue,,colton,tayshia,Is that what it is?,4
128,dialogue,,tayshia,colton,"I know, I'm gonna cry.",4
129,testimony,,colton,aside,"I thought this was gonna be like a circus bungee jump, but this is like a legit bungee jump.",4
130,dialogue,,tayshia,colton,"It's fine. It's no big thing. Oh, my gosh, I think I'm gonna die. This is not okay.",4
131,dialogue,,colton,tayshia,You ready?,4
132,dialogue,laughing,tayshia,colton,"I ready, yeah. I'm ready.",4
133,dialogue,,colton,tayshia,I don't believe you.,4
134,dialogue,,tayshia,colton,I'm not.,4
135,dialogue,,colton,tayshia,I'm not either.,4
136,testimony,,colton,aside,"Tayshia's really, really freaking out. I'm really, really freaking out too, so like, I probably just need to try to stay quiet and just jump and not make her more scared.",4
137,dialogue,,vendor,colton,"All right, Colton, are you ready, man?",4
138,dialogue,,colton,vendor,Me?,4
139,dialogue,,vendor,colton,Yeah.,4
140,dialogue,,colton,vendor,Okay. Was that convincing?,4
141,testimony,laughs nervously,tayshia,aside,Least I got him by my side.,4
142,dialogue,,producer,tayshia,How worried are you?,4
143,testimony,,tayshia,aside,"On a scale of 1 to 10, definitely a 20.",4
144,dialogue,,tayshia,colton,Have fun.,4
145,dialogue,,colton,tayshia,"Yep, this is fun.",4
146,dialogue,,tayshia,colton,"Don't die. I'll see ya at the bottom. Oh, my gosh. Oh, my gosh.",4
147,dialogue,,vendor,colton,Stand up straight.,4
148,dialogue,,colton,vendor,Okay. We're good?,4
149,dialogue,indistinct,vendor,colton,"We're good. Four, three, two one.",4
150,exclamation,yelling,colton,self,"Oh, *bleep*. Oh, my God. Oh, my God. Oh, no, not again.",4
151,dialogue,,tayshia,colton,Colton!,4
152,exclamation,,colton,self,"Oh, my God.",4
153,dialogue,,tayshia,self,"No, no, not happening.",4
154,dialogue,,vendor,tayshia,Didn't give you confidence?,4
155,dialogue,,tayshia,vendor,"No, not at all. He sounded like a little girl. Where is he?",4
156,exclamation,,tayshia,self,"Oh, my... I'm freaking out.",4
157,dialogue,,colton,tayshia,I'm right here with ya.,4
158,dialogue,,tayshia,colton,What am I doing?,4
159,dialogue,,colton,tayshia,"Hey, you got this, Tayshia. Jump to me, here we go!",4
160,dialogue,,vendor,tayshia,You ready?,4
161,dialogue,,tayshia,vendor,Yes.,4
162,dialogue,,vendor,tayshia,"Three...two...one... Go, go, go.",4
163,exclamation,"screaming, clapping",tayshia,self,"Oh, my God. Whoo‐hoo. Oh, my God. Oh, my God.",4
164,exclamation,,colton,self,Yes.,4
165,exclamation,"laughs, clapping",tayshia,self,"Oh, my God. Oh, my God. I can't believe it. I did it.",4
166,dialogue,,colton,tayshia,You killed it. That was awesome. Unbelievable.,4
167,testimony,,tayshia,aside,"Overcoming fear is a really good feeling, and it's amazing to have someone to do it with you.",4
168,sound,soft acoustic music,,,,4
169,dialogue,giggles,tayshia,colton,We did it.,4
170,testimony,,tayshia,aside,"The date card said, ""Let's fall in love."" I'm taking those things very literally from now on.",4
171,dialogue,,tayshia,colton,"Were you gonna chicken out, you think? Would you ever?",4
172,dialogue,,colton,tayshia,"Um, not with you up there.",4
173,dialogue,,tayshia,colton,No?,4
174,dialogue,,colton,tayshia,"No, you‐‐honestly, you were like, you seemed very confident while giving me the advice that I needed.",4
175,dialogue,,tayshia,colton,"It was only like that 'cause you were there. Otherwise, it would have been like, ""Nope, thanks. Have a good day.""",4
176,dialogue,,colton,tayshia,Appreciate it.,4
177,dialogue,,tayshia,colton,Anytime.,4
178,testimony,,tayshia,aside,"It's been quite some time since I've felt this open and vulnerable with a guy, but comfortable and secure at the same time. Colton and I have really good chemistry, and I think there is passion there. I can't wait for what's in store for tonight. I don't even know what's gonna happen. Whatever it is, I'm down, I'm ready. If I did the bungee jump, I can do honestly anything.",4
179,sound,gentle romantic music,,,,4
180,dialogue,,tayshia,colton,This is so cool.,4
181,dialogue,,colton,tayshia,"Yeah, it's beautiful.",4
182,testimony,,tayshia,aside,Today has been amazing. We overcame our biggest fears together. And the fact that we did that on our first date is unreal. Love it.,4
183,dialogue,,colton,tayshia,Yes.,4
184,dialogue,,tayshia,colton,I love this.,4
185,testimony,,tayshia,aside,"But tonight I need to remain fearless, because I have a little bit of a heavy subject to talk about with Colton.",4
186,dialogue,,tayshia,colton,Thank you.,4
187,dialogue,,colton,tayshia,Yes.,4
188,testimony,,tayshia,aside,"It's kind of scary to talk to him about deeper and more personal things, but I'm just gonna live in the moment and trust him.",4
189,dialogue,,colton,tayshia,Today was awesome. I had so much fun.,4
190,dialogue,,tayshia,colton,Today was epic.,4
191,dialogue,,colton,tayshia,I appreciate having you in my corner today.,4
192,dialogue,,tayshia,colton,I appreciate you too.,4
193,dialogue,,colton,tayshia,"You have this confidence, and you have sort of this presence. It's very comforting.",4
194,dialogue,,tayshia,colton,Good.,4
195,dialogue,,colton,tayshia,"I wanna know how you can make me feel that way without even saying anything and how that smile never leaves your face. Like, that's what I wanna know. I wanna know how you are the way you are.",4
196,dialogue,,tayshia,colton,I think I'm just a genuinely happy person.,4
197,dialogue,,colton,tayshia,Yeah.,4
198,dialogue,,tayshia,colton,"But, um, it hasn't all just been, like, roses and everything like that. I've gone through some tough times too, and... Feel like I‐‐there's a lot to me that makes me, me.",4
199,dialogue,,colton,tayshia,Yeah.,4
200,dialogue,,tayshia,colton,"And this past year and a half has been kind of hard for me, and it's actually because, um, I was married, and I got a divorce. I actually married my first boyfriend. And I was with him for about six years or so. I guess I could kinda sense we weren't doing very well.",4
201,dialogue,,colton,tayshia,Yeah.,4
202,dialogue,,tayshia,colton,"And I think that's why I fought so hard, just to try to do as much as I possibly could. Being a Christian woman, you think, like, you get married once and that's gonna be it, and, um... You know, you expect that from your partner as well.",4
203,dialogue,,colton,tayshia,Yeah.,4
204,dialogue,,tayshia,colton,"But you can't make someone want to be married, you know?",4
205,dialogue,,colton,tayshia,Yeah.,4
206,dialogue,,tayshia,colton,"It's like the toughest thing I've gone through, and I think that's what's made me so strong, and fearless, if you will. Like, coming here to, like, meet you, if my fear would have stopped me, I would have regretted that, you know? Like, I would have missed all of this. I would have missed, like, my first bungee jump. And I would have missed getting to know how amazing you are.",4
207,dialogue,,colton,tayshia,"Well, I'm glad you're here. And I know, like, that's not easy to talk about. I have divorced parents. I have learned that... I can't be the one to judge somebody's happiness.",4
208,dialogue,,tayshia,colton,Yeah.,4
209,dialogue,,colton,tayshia,"If you weren't happy, you're making the best choice and the best decision for you. Because you know what you want, you know what you deserve, and you're gonna do what makes you happy from here on out. And I know that.",4
210,dialogue,,tayshia,colton,I appreciate that.,4
211,dialogue,,colton,tayshia,"And keep wearing that damn smile, because it is the sexiest thing.",4
212,dialogue,laughing,tayshia,colton,Thank you.,4
213,sound,knocking at door,,,,4
214,dialogue,,sydney,women,I'll get it.,4
215,dialogue,,demi,women,This date card is about to clarify everything.,4
216,testimony,,hannahb,aside,"I am pretty sure it's gonna be a group date. I would want to be on a one‐on‐one, obviously, but I'm glad to be on any date, as long as Caelynn doesn't get a one‐on‐one.",4
217,sound,dramatic music,,,,4
218,dialogue,,sydney,women,Hannah G...,4
219,exclamation,,women,self,Whoo.,4
220,dialogue,,sydney,women,"Elyse, Kirpa, Sydney...",4
221,sound,laughter,,,,4
222,exclamation,,???,self,One for yourself.,4
223,dialogue,,sydney,women,"Heather, Onyeka, Tracy...",4
224,testimony,,hannahb,aside,"One by one, people's names are just coming off the list.",4
225,dialogue,,sydney,women,"Nicole, Demi...",4
226,exclamation,,demi,self,Whoo.,4
227,dialogue,,sydney,women,Courtney...,4
228,testimony,,hannahb,aside,And I hadn't heard my name. I sure hadn't heard the other's name.,4
229,dialogue,,sydney,women,"Katie, Cassie... And... Hannah B.",4
230,testimony,,hannahb,aside,She got the one‐on‐one.,4
231,dialogue,,sydney,women,"""Let's get a taste of Singapore, Colton.""",4
232,sound,cheering and exclamations,,,,4
233,sound,overlapping chatter,,,,4
234,dialogue,,???,self,This is definitely my date.,4
235,testimony,giggling,caelynn,aside,"Oh, my God. I'm crying.",4
236,testimony,,hannahb,aside,This was the most hurtful result that could have happened this week.,4
237,dialogue,,demi,caelynn,"I don't know you Caelynn, and I don't know much about you at all, but it is frustrating to see even more time of his going to this whole situation, than somebody who hasn't been involved in that.",4
238,dialogue,,caelynn,demi,"Okay. Fair‐‐your opinion is your opinion. I'm over it, I don't want to talk about it anymore. I've moved on, so...",4
239,dialogue,,demi,caelynn,"But Colton, I feel like, hasn't.",4
240,sound,gentle piano music,,,,4
241,dialogue,,colton,tayshia,I had such a blast today.,4
242,dialogue,,tayshia,colton,Me too.,4
243,dialogue,,colton,tayshia,And I really do appreciate you opening up too. 'Cause I know that's‐‐I know it's not easy to talk about.,4
244,dialogue,,tayshia,colton,"I think I‐‐I've learned a lot of, like, what to look for and what I need to have a successful relationship. And I know that when I do get married again, I'm gonna make sure it's amazing.",4
245,dialogue,,colton,tayshia,Well... Tayshia...,4
246,dialogue,,tayshia,colton,Mm‐hmm?,4
247,dialogue,,colton,tayshia,"I wanna let you know I'm so happy that you didn't let your fear of heights stop you from jumping. And also, I really appreciate you sharing your story with me tonight. So, Tayshia, will you accept this rose?",4
248,dialogue,giggles,tayshia,colton,Absolutely.,4
249,dialogue,,colton,tayshia,Come here.,4
250,dialogue,,tayshia,colton,Thank you.,4
251,testimony,,tayshia,aside,"This means a lot to me. Today was all about being fearless, being strong. We really elevated our relationship, and I think this is just the beginning.",4
252,dialogue,,tayshia,colton,"Oh, my gosh. We're going on the Ferris wheel? This is so cool. I wanted to do this. Yay. Oh, my goodness.",4
253,dialogue,,colton,tayshia,Watch your step.,4
254,testimony,,colton,aside,"It was very nice giving Tayshia that rose. I hope that she continues to open up and she continues to grow and continues to just have trust in me. I'm very, very excited about Tayshia.",4
255,sound,cork pops,,,,4
256,exclamation,,tayshia,self,"Oh, my God.",4
257,dialogue,,tayshia,colton,Whoo!,4
258,testimony,,tayshia,aside,This is definitely one of the most romantic moments of my life.,4
259,dialogue,,colton,tayshia,Cheers.,4
260,testimony,,tayshia,aside,"I haven't felt this excited about a relationship in a really long time, and if this is just based off of one date, I cannot wait to explore what we can share in the future.",4
261,sound,uplifting music,,,,4
262,testimony,,tayshia,aside,"I feel like these feelings are very real, and we have a really good foundation at this point. If things keep going at the way they're going, then I can definitely see myself falling in love with Colton.",4
263,sound,upbeat music,,,,4
264,testimony,,colton,aside,"Today's group date is going to be a new challenge, because there are 13 women on this date.",4
265,exclamation,,women,self,"I am so excited. OMG, guys.",4
266,sound,indistinct chatter,,,,4
267,testimony,,colton,aside,"The biggest challenge for me is trying to manage all the relationships. I wanna try to find my moments, but I don't like to do it in front of others.",4
268,exclamation,,women,self,Colton!,4
269,sound,cheering,,,,4
270,testimony,,colton,aside,"I don't really do the in‐your‐face type physicality, because I don't know how to really, like, deal with that.",4
271,dialogue,,colton,women,"Oh, boy.",4
272,dialogue,,demi,colton,You smell amazing.,4
273,dialogue,,colton,women,How are ya? How are you? How you guys doing? You guys all look great.,4
274,dialogue,,women,colton,It's hot.,4
275,testimony,,colton,aside,"I am excited to spend the day with these incredible women. Hopefully they keep an open mind to try new things and experience new cultures, because that's what this is all about.",4
276,dialogue,,colton,women,You guys ready?,4
277,dialogue,,women,colton,Yes.,4
278,dialogue,,colton,women,"Come on, let's go.",4
279,dialogue,,women,colton,Let's do it.,4
280,exclamation,,women,self,"Oh, my God. Those are amazing. I'm like, ""Can I stop?""",4
281,testimony,,demi,aside,"Colton looks really good today, and I'm not intimidated by the fact that there's other people there, because I'm so focused on my relationship with him, and I'm gonna act how I would act if it were just me and him, and I'm gonna do whatever I need to do.",4
282,dialogue,,???,women,"Demi, we can get you one of those cute, little outfits.",4
283,exclamation,,women,self,Aww. Let's do it.,4
284,testimony,,heather,aside,"It's definitely weird having 13 of us all trying to, like, fight for his attention, but Demi definitely is the one who's like, on his back and flying around. I don't think anyone's gonna get time with Colton if she keeps going for it.",4
285,dialogue,,demi,colton,Check this out. Let's do me and you.,4
286,dialogue,,colton,demi,Us two?,4
287,dialogue,,demi,colton,Yeah.,4
288,dialogue,,colton,demi,"All right, let's go.",4
289,testimony,,courtney,aside,Demi is trying to grab him every second and bring herself to the forefront.,4
290,exclamation,,???,self,"Demi! Oh, my God. So cute.",4
291,testimony,,courtney,aside,"It's frustrating because I've had very limited time with him, and it's just like, I don't wanna have to battle with that on a date. So I'm hoping I can pull through and advance our connection, and then maybe I will get more time next week, I don't know.",4
292,dialogue,,colton,women,"""The Leech Lady."" I think we should go check this out.",4
293,exclamation,screaming,women,self,"Yeah? Leech Lady? Yes. Ooh. Oh, no. Okay. Oh, my God. Oh...dun, dun, dun. Oh, my gosh. Oh, leeches.",4
294,testimony,,hannahg,aside,"I walked up and I see this dude laying on, like, a bed, and he's got leeches on his back. Are we doing this or are we watching?",4
295,dialogue,,vendor,women,"Welcome to Singapore, and you are now in the leech therapy house. We are doing a leech therapy. Enlarge the veins, get rid of toxics, and it gets rid of inflammations. You wanna try?",4
296,dialogue,,women,colton,Ooh.,4
297,dialogue,,colton,vendor,I'll try.,4
298,dialogue,,women,colton,"Yes, Colton. Sure. You go first. You go.",4
299,dialogue,,vendor,colton,"It's biting now, you feel it?",4
300,dialogue,laughter,colton,vendor,"Oh, yes, I feel it. Yeah.",4
301,exclamation,,???,self,"Ooh, little fatty.",4
302,dialogue,,colton,women,You guys wanna pet my leech?,4
303,sound,laughter,,,,4
304,testimony,,courtney,aside,"Is this even up to code? Like, where did they get these leeches from? Are they FDA approved? Like, I'm genuinely concerned.",4
305,dialogue,,sydney,women,It's almost like a‐‐ like a jellyfish sting. Every once in a while.,4
306,exclamation,,???,self,"No, that's painful.",4
307,dialogue,,colton,demi,"Here we go, Demi.",4
308,exclamation,,???,self,Whoo.,4
309,dialogue,,???,demi,Did it latch that quick?,4
310,dialogue,,demi,women,He loves me.,4
311,testimony,,demi,aside,I'm feeding him my blood and he's loving it. I have the sweetest blood ever.,4
312,exclamation,,hannahb,self,"Is it on there? Oh, I don't feel it. I've been leeched.",4
313,testimony,,hannahb,aside,"I thought Caelynn stayed at home, but... the leech followed me here.",4
314,dialogue,,caelynn,tayshia,"Oh, gosh, I am so happy I'm not on that group date. 13 women fighting for time and just...",4
315,dialogue,,tayshia,caelynn,"Oh, my gosh.",4
316,dialogue,,caelynn,tayshia,Trying to get a sentence in or trying to get eye contact. How was it yesterday in the house?,4
317,dialogue,,tayshia,caelynn,"Um, Hannah B.'s upset last night about me getting the one‐one‐one.",4
318,dialogue,,caelynn,tayshia,"Um, if she doesn't get the time that she wants or needs, I think it could be a repeat of behavior that we've seen before.",4
319,dialogue,,colton,women,Yeah.,4
320,sound,indistinct chatter,,,,4
321,dialogue,,colton,women,"I'm buying this. I feel like I look good in a fedora, huh?",4
322,dialogue,,hannahb,colton,"Uh, Colton.",4
323,testimony,,hannahb,aside,"Even though I am excited to be here, it is definitely hard to know how to act. I've tried to, like, make conversation with him, and I feel like he doesn't, like, say anything back.",4
324,exclamation,,women,self,Whoa.,4
325,dialogue,,colton,women,What do we got here?,4
326,exclamation,,women,self,Fortune teller. Fortune teller.,4
327,dialogue,,colton,cassie,"Cassie, you wanna do one with me?",4
328,exclamation,,cassie,self,"Okay, I'm nervous.",4
329,dialogue,,colton,cassie,Come here. Come on.,4
330,testimony,,hannahb,aside,"I feel like his attention is on all the girls, except me.",4
331,dialogue,,vendor,colton,You are the child of the winter. She is the spring and summer. That means she is your past life sister.,4
332,dialogue,,colton,vendor,"Yeah. She's my past life sister. Oh, that's not what you wanna hear.",4
333,dialogue,laughs,cassie,vendor,I'm his sister?,4
334,dialogue,,colton,women,"Hey, guys, this is my sister.",4
335,dialogue,,cassie,vendor,"So we're siblings, I guess.",4
336,testimony,,hannahb,aside,"I feel like he's avoiding me, because last week Caelynn said some things about me that are not true.",4
337,exclamation,,cassie,self,That was depressing.,4
338,dialogue,,colton,cassie,"Well, now they're‐‐ now they're really happy.",4
339,dialogue,,cassie,colton,"Yeah, I know.",4
340,dialogue,,colton,cassie,I love it.,4
341,testimony,,hannahb,aside,"So I know he still has some concerns, so I'm trying not to get in my head about it, but I'm gonna get in my head about it.",4
342,dialogue,,colton,women,Are you guys hungry?,4
343,dialogue,,women,colton,Yes.,4
344,dialogue,,colton,vendor,What is this?,4
345,dialogue,,vendor,all,Bullfrog.,4
346,exclamation,,all,self,"Bullfrog. Bullfrog. Oh, my gosh. Are you gonna try it? They say frogs taste like chicken. How is it? It's good. It's good?",4
347,dialogue,,colton,women,What is it?,4
348,exclamation,,women,self,"Pig feet. Oh, my God. Oh, my God. That's what I'm talking about. Ew. Is this eel? Then, no. Take just a little nibble out of it. Oh, my God. It's not‐‐it's good. It's good. Wow. Is that a fish eyeball? That was, like, a big deal. Hannah, you wanna try an eye? Me? Do it. Wait, will I die? You're gonna be fine. Come on, you got this. This is a big deal if I do this. Well, you're doing it, so it's a big deal.",4
349,testimony,,hannahb,aside,I am pretty open to at least trying a bite of anything.,4
350,dialogue,,women,hannah,"Do it, Hannah.",4
351,dialogue,,???,hannahb,"If you do it, I'll do it.",4
352,testimony,,hannahb,aside,And right now I just want to impress him.,4
353,dialogue,,women,hannahb,"Here we go. Eat it, eat it, eat it. Ready? One...two...three.. Just do it. Whoa. No, chew it. It's squirting. It's squirting. Ew.",4
354,testimony,,hannahb,aside,"By George, I hope he realizes that I just ate a fish eye for him.",4
355,dialogue,,colton,women,"I just wanna say thank you all, to trying new things. It's very important to me that my wife is adventurous and spontaneous. So to weird food and you guys.",4
356,exclamation,,all,self,"Cheers. Yes, cheers. Cheers.",4
357,testimony,laughs,hannahb,aside,"I was told that eating the eye was good luck, and we all know after last week I need some luck.",4
358,sound,upbeat music,,,,4
359,dialogue,,???,self,"Oh, I thought this was water.",4
360,sound,laughter,,,,4
361,exclamation,,women,self,"Oh, my God. Okay. Yes. Oh, my gosh. This is it. This place is amazing. Wow. It's gorgeous.",4
362,testimony,,sydney,aside,"Today was really, really fun, and I'm really excited to talk to Colton tonight. This is the biggest group date we've ever had. There's 13 people here, so how much time can you actually get?",4
363,dialogue,,colton,women,Did everybody have a good time?,4
364,dialogue,,women,colton,Yes.,4
365,dialogue,,colton,women,"Yes, it was amazing.",4
366,dialogue,,women,colton,Yeah!,4
367,dialogue,,colton,women,So much fun.,4
368,sound,indistinct chatter,,,,4
369,dialogue,,hannahb,colton,"Uh, Colton, can we go talk?",4
370,dialogue,,colton,hannahb,Yeah.,4
371,dialogue,,hannahb,colton,Awesome.,4
